Connection Time,Account Name,Top Spender 1,Top Spender 2,Top Spender 3
2025-05-22T01:43:12.318Z,Fancydance__
2025-05-22T01:43:12.792Z,qwlsvae1846
2025-05-22T01:43:15.979Z,totvirgo
2025-05-22T01:43:18.140Z,astrovibesssssss
2025-05-22T01:43:21.349Z,cocoberrygirls
